Id,SalePrice
1670,356721.486134
1671,265694.320749
1672,443520.466958
1673,290390.229093
1674,243412.769329
1675,193271.08707
1676,189714.348363
1677,219063.082395
1678,462536.093463
1679,379263.100615
1680,347711.525502
1681,246242.900934
1682,299314.793859
1683,179592.080208
1684,174276.071138
1685,169307.773972
1686,166635.918581
1687,167195.184003
1688,188584.823199
1689,191959.807069
1690,194854.358634
1691,184289.826631
1692,260294.477908
1693,170170.245638
1694,179480.750989
1695,162662.415246
1696,272402.046106
1697,168927.839431
1698,353852.995642
1699,317038.562887
1700,249224.867931
1701,270374.629798
1702,251552.805722
1703,246037.906822
1704,283937.744083
1705,234376.569122
1706,424569.20202
1707,210419.208413
1708,204288.216346
1709,270333.734852
1710,221314.428034
1711,264261.150798
1712,260101.603956
1713,269043.190254
1714,221774.132301
1715,202954.483297
1716,183706.090428
1717,174345.274522
1718,138975.782904
1719,200748.702045
1720,237374.745733
1721,162774.792002
1722,126688.318256
1723,152203.10276
1724,204348.530133
1725,236688.539871
1726,181982.969604
1727,156810.918398
1728,173987.699804
1729,167584.511253
1730,157234.273577
1731,119529.668551
1732,127866.640016
1733,117185.74491
1734,120973.368279
1735,124016.442079
1736,110680.798157
1737,294066.169376
1738,241539.389629
1739,255503.172037
1740,221620.369844
1741,191835.407337
1742,172354.163836
1743,174720.279634
1744,312808.49206
1745,224623.587225
1746,181600.919371
1747,216581.22114
1748,220184.780436
1749,144254.309287
1750,124176.751919
1751,243860.152306
1752,118648.788008
1753,148814.968311
1754,192431.572894
1755,168832.55235
1756,126533.092452
1757,121625.677169
1758,142310.384045
1759,165284.316696
1760,165450.042885
1761,146441.030872
1762,180115.686677
1763,176807.805652
1764,114560.15203
1765,166671.676681
1766,184942.700578
1767,226510.321912
1768,142696.892598
1769,173773.333308
1770,150013.379855
1771,121674.842354
1772,134549.393477
1773,124080.284106
1774,143073.465424
1775,137417.998053
1776,124251.37373
1777,115439.151184
1778,139483.003534
1779,118540.99415
1780,173899.179394
1781,128837.332357
1782,86423.0545666
1783,140001.572526
1784,104407.4158
1785,120889.276822
1786,137274.075629
1787,157705.54525
1788,58318.9946207
1789,96839.0698884
1790,74695.2439519
1791,180499.587768
1792,161935.567169
1793,128190.02243
1794,149186.571973
1795,134423.059734
1796,119254.285325
1797,113578.202915
1798,121130.409934
1799,108916.537426
1800,132433.884556
1801,128079.119908
1802,126070.896386
1803,147956.254443
1804,141694.842009
1805,136587.330688
1806,126109.604051
1807,130776.291149
1808,121325.852283
1809,119304.480029
1810,139401.868598
1811,96786.5921433
1812,97725.9098099
1813,121928.051949
1814,95882.2198315
1815,52606.2822665
1816,99606.2327716
1817,108703.87143
1818,143724.295247
1819,124142.872043
1820,62891.5517784
1821,109680.699655
1822,145378.095251
1823,50943.0442144
1824,133502.170029
1825,134840.630099
1826,104129.203312
1827,102315.797539
1828,136165.713292
1829,120213.468709
1830,143758.977901
1831,146979.546114
1832,72908.9780851
1833,136518.833376
1834,116390.816824
1835,120415.887042
1836,124965.184353
1837,89119.7218657
1838,124943.427632
1839,91623.4366145
1840,143571.51457
1841,139776.561495
1842,85162.1131705
1843,130427.436793
1844,134245.296074
1845,139531.458706
1846,153836.996326
1847,169447.069481
1848,53900.508018
1849,114888.899035
1850,116645.295954
1851,153662.358499
1852,127279.724369
1853,128697.791297
1854,171952.586375
1855,149549.421176
1856,222178.517675
1857,149634.241243
1858,137783.332801
1859,117033.13832
1860,150477.381061
1861,117149.32582
1862,308604.740433
1863,291942.969406
1864,292066.600976
1865,339428.730242
1866,329784.052119
1867,230207.723433
1868,300435.297441
1869,204425.060965
1870,227393.13711
1871,240561.896491
1872,172181.750726
1873,246433.493524
1874,148505.084905
1875,201471.218844
1876,195989.906687
1877,209179.974597
1878,201714.788101
1879,129123.253705
1880,132421.847439
1881,242245.930941
1882,250678.115319
1883,185129.438429
1884,206325.82299
1885,236143.088125
1886,285554.540652
1887,209063.597868
1888,272617.004298
1889,166883.239051
1890,117573.73026
1891,128036.594253
1892,100570.076904
1893,130813.071453
1894,124559.506173
1895,136599.404845
1896,124618.584897
1897,112173.800209
1898,113890.250802
1899,157827.197457
1900,148791.616583
1901,172298.762968
1902,150218.650886
1903,210898.217645
1904,140042.371643
1905,198944.00295
1906,162996.239353
1907,211087.329384
1908,107907.159427
1909,132418.447632
1910,118341.078338
1911,220823.769743
1912,331960.207156
1913,134450.677142
1914,66510.4336616
1915,309610.495468
1916,64875.5142686
1917,251658.439469
1918,139932.850154
1919,174107.765279
1920,156127.756917
1921,402373.289842
1922,316902.835131
1923,226898.10637
1924,230943.370531
1925,193059.83574
1926,391147.840617
1927,131517.392246
1928,156925.645392
1929,125866.614921
1930,127784.114271
1931,144535.238761
1932,138904.154148
1933,176261.969798
1934,181654.409549
1935,170319.035297
1936,188753.536758
1937,182266.306088
1938,171113.160947
1939,239175.963808
1940,188813.390071
1941,172535.077544
1942,182394.430597
1943,207706.275601
1944,355042.54071
1945,392164.996585
1946,136156.519972
1947,312856.92167
1948,171564.554805
1949,246735.707699
1950,185379.548096
1951,253487.198487
1952,207452.510596
1953,167736.784918
1954,183606.654483
1955,134618.868366
1956,312191.176672
1957,152299.507883
1958,303817.415853
1959,142273.795455
1960,113520.391667
1961,122321.903109
1962,97773.6215077
1963,105570.674495
1964,108670.476934
1965,144179.583888
1966,141068.800789
1967,294497.009675
1968,428968.011058
1969,385397.678948
1970,424463.051467
1971,462613.4374
1972,384972.203013
1973,269173.897276
1974,325096.829432
1975,525176.586214
1976,268142.28473
1977,350903.028335
1978,343322.844779
1979,340769.25726
1980,207328.965483
1981,347096.428928
1982,218059.14749
1983,202820.850957
1984,166344.772349
1985,217845.923237
1986,213770.429511
1987,175824.820603
1988,174481.163482
1989,192980.307893
1990,211604.910707
1991,226052.994223
1992,212757.630309
1993,168752.218119
1994,232512.896779
1995,188107.646467
1996,248803.170931
1997,309850.097504
1998,325227.892367
1999,269273.962034
2000,323015.811792
2001,276669.473581
2002,245028.731935
2003,265744.287798
2004,285095.081229
2005,222506.912919
2006,222831.940222
2007,249913.493919
2008,215007.874813
2009,194878.298909
2010,192424.291043
2011,141516.22951
2012,175076.308196
2013,178205.964195
2014,184158.756675
2015,201101.37373
2016,190037.410609
2017,196699.282937
2018,116252.395708
2019,136572.159306
2020,102772.043186
2021,102315.882411
2022,188007.584894
2023,147715.352363
2024,270721.654602
2025,354941.244147
2026,175550.574737
2027,159740.679038
2028,153412.083345
2029,166850.607026
2030,272366.337764
2031,232860.157533
2032,247723.459857
2033,257792.802471
2034,172073.211247
2035,219438.839947
2036,198607.711396
2037,208178.002803
2038,327940.590582
2039,225499.843791
2040,285184.723628
2041,300113.962194
2042,207236.096251
2043,177818.57636
2044,173473.740197
2045,211627.495138
2046,147841.863904
2047,146796.321495
2048,140752.987677
2049,140438.595482
2050,175568.532296
2051,103809.777775
2052,124350.635114
2053,149829.73247
2054,84419.8965558
2055,158095.526851
2056,142183.899196
2057,113609.80407
2058,218761.478143
2059,132438.208534
2060,174854.710979
2061,176163.138807
2062,128430.903821
2063,117570.387257
2064,140968.87709
2065,121934.733425
2066,161006.41316
2067,112290.695048
2068,146623.174536
2069,85404.6139765
2070,115601.204647
2071,93337.9229672
2072,131374.895416
2073,133693.867988
2074,181323.707308
2075,140682.425634
2076,119758.614806
2077,159932.20276
2078,126394.200351
2079,132053.31469
2080,121312.078339
2081,126746.923104
2082,117814.013388
2083,144601.938774
2084,108645.607245
2085,118509.279587
2086,109453.965921
2087,120124.865304
2088,97098.956368
2089,76549.4943251
2090,128140.183126
2091,114171.488309
2092,128944.150823
2093,117469.185584
2094,112813.955507
2095,149518.362321
2096,80322.0019898
2097,95363.8727016
2098,144781.074192
2099,52304.4174795
2100,69513.8887041
2101,115233.570267
2102,120752.759605
2103,101429.68554
2104,132988.106147
2105,127047.941005
2106,59400.2608993
2107,191221.941076
2108,117516.268756
2109,111038.2316
2110,134124.409618
2111,137442.20724
2112,140035.501751
2113,124898.870258
2114,118857.499097
2115,165254.529848
2116,119380.106429
2117,152456.118201
2118,127167.939844
2119,112835.461428
2120,113438.92503
2121,86923.2118597
2122,114317.956873
2123,85932.9261859
2124,159721.999192
2125,125927.039636
2126,148569.888243
2127,152973.916411
2128,122769.939515
2129,91691.9311129
2130,135020.583857
2131,134340.050478
2132,112596.330814
2133,122476.193474
2134,118600.278865
2135,90829.119869
2136,73635.7324113
2137,109713.231428
2138,136261.153339
2139,153522.996524
2140,139354.848049
2141,150545.338182
2142,127053.715051
2143,150104.222356
2144,119430.951289
2145,138863.93213
2146,162813.356906
2147,146232.467397
2148,132828.858078
2149,151126.720328
2150,229549.193901
2151,114822.30514
2152,181075.415954
2153,164887.114351
2154,108359.590923
2155,137608.001494
2156,266620.451834
2157,233326.327607
2158,242120.01348
2159,211984.640606
2160,180313.919233
2161,243536.130082
2162,393337.616515
2163,373100.537043
2164,245135.648541
2165,197434.510174
2166,154937.774435
2167,216947.868101
2168,199469.823541
2169,194448.899691
2170,218273.988625
2171,154482.138938
2172,131784.895096
2173,166949.681479
2174,230630.718499
2175,299233.977723
2176,308840.525365
2177,240481.020359
2178,212023.621094
2179,138733.812549
2180,213729.123602
2181,195119.799291
2182,227251.141143
2183,193940.013957
2184,120122.896682
2185,123590.615591
2186,150663.924134
2187,152644.913819
2188,152799.717593
2189,296455.665457
2190,82509.8068952
2191,81621.113823
2192,90067.7472562
2193,108753.339654
2194,103284.356588
2195,108572.093005
2196,99437.4230297
2197,122296.726318
2198,159814.640306
2199,181397.570038
2200,149230.745215
2201,142728.027598
2202,217827.495141
2203,134832.335344
2204,185449.011078
2205,119701.297561
2206,145549.887265
2207,221984.30523
2208,258025.679706
2209,248296.368269
2210,119621.590831
2211,114454.137152
2212,120038.577815
2213,103393.040199
2214,137385.953259
2215,97851.9086704
2216,146057.639503
2217,69045.8083125
2218,84133.568063
2219,75851.7978805
2220,77178.2520014
2221,314360.161884
2222,274666.925026
2223,289844.328633
2224,209706.231357
2225,118125.386024
2226,187274.695689
2227,199936.228278
2228,259417.724121
2229,257629.549234
2230,151051.910818
2231,216440.792889
2232,179756.112962
2233,179647.138116
2234,240249.453454
2235,214879.548655
2236,267651.342707
2237,328926.494547
2238,191955.11106
2239,112646.625677
2240,154466.675754
2241,159185.164128
2242,125855.723979
2243,130975.226657
2244,103037.722773
2245,97819.1130147
2246,143077.97371
2247,109446.172798
2248,122189.783745
2249,120807.685198
2250,130330.361506
2251,95229.7394775
2252,180097.720549
2253,152201.592088
2254,178330.877198
2255,186841.091578
2256,178996.950002
2257,206768.731601
2258,160659.091264
2259,175481.2808
2260,152238.434427
2261,183244.721502
2262,205721.254951
2263,377207.364963
2264,530183.39889
2265,171628.779724
2266,294142.85816
2267,373076.45008
2268,420983.589841
2269,149461.614454
2270,198123.191189
2271,215880.517766
2272,199169.71698
2273,164183.103123
2274,180040.811175
2275,165273.673252
2276,192443.318109
2277,183017.178047
2278,149328.067344
2279,122953.085839
2280,119942.211518
2281,168690.542185
2282,186363.574047
2283,106087.59065
2284,113696.178795
2285,141906.727328
2286,123000.543775
2287,361165.486585
2288,273355.621811
2289,367641.355174
2290,465034.854195
2291,324605.388984
2292,442393.590136
2293,486689.075576
2294,402016.787283
2295,507481.787519
2296,295252.633345
2297,332984.657369
2298,339733.056623
2299,365099.067744
2300,335014.478834
2301,303025.936131
2302,249814.140101
2303,243365.325286
2304,248178.291272
2305,191372.903221
2306,189021.292748
2307,197163.206055
2308,226038.636358
2309,284945.970672
2310,210828.922409
2311,199279.199067
2312,178400.124926
2313,172551.894563
2314,175307.885872
2315,178531.354891
2316,192721.054912
2317,186769.252315
2318,180154.247673
2319,183464.996176
2320,184559.660347
2321,227904.549306
2322,178284.531001
2323,189838.755201
2324,179683.969146
2325,215480.263203
2326,175561.007697
2327,204697.025513
2328,224783.429363
2329,190290.790866
2330,181423.449557
2331,351512.886598
2332,385710.852099
2333,317388.132902
2334,255456.033784
2335,274983.418122
2336,321538.251131
2337,201822.579493
2338,272561.295519
2339,220352.319836
2340,413083.496748
2341,217058.539393
2342,235078.061226
2343,225581.259662
2344,216589.371079
2345,237493.758117
2346,211771.177614
2347,199733.892966
2348,238447.066815
2349,181228.144785
2350,310854.215509
2351,264518.251276
2352,255658.971169
2353,244183.258847
2354,140914.990586
2355,150140.679529
2356,150127.635426
2357,190140.232746
2358,199421.794812
2359,130521.675256
2360,116961.008303
2361,145499.784545
2362,279789.637073
2363,131897.416711
2364,151812.350347
2365,217272.816971
2366,192416.813653
2367,223193.437547
2368,213087.120206
2369,219455.18629
2370,165349.316997
2371,165269.902252
2372,193043.049175
2373,284005.419107
2374,317073.794272
2375,252144.821393
2376,289780.42471
2377,353700.307498
2378,139916.132695
2379,199900.390908
2380,150662.549567
2381,170766.734734
2382,205456.037289
2383,207973.543557
2384,248571.907061
2385,158226.451539
2386,131830.811445
2387,137443.972903
2388,98627.4261208
2389,120939.756645
2390,146993.33372
2391,145188.298376
2392,115425.058212
2393,168065.76176
2394,140696.164014
2395,208811.104167
2396,142903.810021
2397,222550.403821
2398,134568.429394
2399,62294.8383042
2400,59085.0956325
2401,116796.779808
2402,138352.953788
2403,144543.353912
2404,150046.876759
2405,160942.193409
2406,140876.667369
2407,126159.77566
2408,145331.965618
2409,120626.783509
2410,169043.166234
2411,117175.514813
2412,156497.433364
2413,129473.835128
2414,150343.515137
2415,137223.387333
2416,127211.981474
2417,134051.01577
2418,132538.04731
2419,127341.15444
2420,124466.34375
2421,154017.145356
2422,106077.516192
2423,119859.454208
2424,158556.894375
2425,198751.152799
2426,134372.666583
2427,130545.087988
2428,181274.185097
2429,112100.806766
2430,131858.633095
2431,106896.889169
2432,146711.773143
2433,144498.14491
2434,138553.535851
2435,152457.200982
2436,106300.572358
2437,108279.494688
2438,126239.021698
2439,104632.022355
2440,120109.911019
2441,94563.0218917
2442,98928.7908346
2443,123458.900912
2444,129827.634443
2445,90017.7418304
2446,133576.106687
2447,180926.149133
2448,125334.874412
2449,110666.919792
2450,146405.019723
2451,122175.790614
2452,193130.718503
2453,92901.8445778
2454,126980.321843
2455,127048.023594
2456,139922.81236
2457,136467.274491
2458,127588.162734
2459,111837.623804
2460,141310.73671
2461,122977.944446
2462,137886.059948
2463,124481.892118
2464,173918.455641
2465,142754.417422
2466,119031.534678
2467,127646.905508
2468,80199.3347148
2469,78048.3705686
2470,195731.284464
2471,206112.843872
2472,160634.146084
2473,114841.013505
2474,73080.5093432
2475,217444.908866
2476,114916.038646
2477,130194.06358
2478,157720.616086
2479,102866.560608
2480,153893.248756
2481,120132.764338
2482,125633.148749
2483,110427.801318
2484,124212.18162
2485,125784.145958
2486,155979.944746
2487,182921.456761
2488,162955.159725
2489,152727.454156
2490,144694.841924
2491,94987.1809991
2492,197848.273801
2493,154519.6279
2494,153289.5562
2495,92074.1801475
2496,247890.294319
2497,156643.76013
2498,109918.048381
2499,90706.3515327
2500,126503.310101
2501,140656.556711
2502,149281.71574
2503,99479.7429031
2504,189169.89437
2505,226011.786088
2506,256138.547756
2507,288884.413154
2508,255671.562802
2509,216864.495797
2510,219164.787404
2511,176704.988381
2512,202415.4948
2513,225306.780226
2514,268025.073341
2515,150131.880721
2516,173933.29428
2517,145638.579213
2518,155163.248826
2519,226907.549723
2520,217057.573206
2521,188326.67885
2522,223991.914472
2523,120934.901743
2524,137231.024448
2525,149537.066344
2526,138027.305205
2527,114494.300328
2528,129016.577649
2529,129783.777771
2530,120863.751328
2531,247886.393955
2532,226037.134682
2533,195288.162964
2534,229642.283717
2535,306905.908185
2536,239389.952569
2537,233607.356103
2538,185244.497158
2539,188897.223086
2540,179311.447203
2541,184231.274061
2542,165197.361497
2543,123295.557468
2544,123077.091409
2545,140210.031693
2546,131337.65794
2547,141167.517469
2548,153324.013095
2549,159953.467314
2550,781703.52667
2551,138236.684654
2552,132432.777425
2553,74913.180589
2554,96605.5209324
2555,118798.65554
2556,103429.663507
2557,107626.571102
2558,148340.944831
2559,142388.702575
2560,151194.20458
2561,143374.360247
2562,136241.192634
2563,146615.767731
2564,199727.518681
2565,138089.718227
2566,160195.138472
2567,140156.76489
2568,207868.284072
2569,224302.321927
2570,117369.39782
2571,189907.301883
2572,148846.62716
2573,229663.349164
2574,302107.850975
2575,129395.81394
2576,116028.1781
2577,139272.845803
2578,80822.6946912
2579,60308.8772938
2580,111709.0633
2581,118599.812917
2582,120842.690497
2583,289128.434857
2584,180753.04203
2585,185917.215759
2586,228196.434282
2587,201544.909354
2588,140474.071099
2589,150282.149814
2590,206957.441986
2591,222902.196318
2592,214384.311803
2593,248294.908273
2594,184558.140016
2595,202059.81168
2596,300846.259828
2597,180421.038226
2598,275882.353879
2599,328723.288605
2600,154739.346301
2601,145755.096745
2602,81949.5558037
2603,94209.0541368
2604,89344.5860936
2605,75357.0885756
2606,149963.08974
2607,198419.183224
2608,204239.523721
2609,170299.004838
2610,111469.116708
2611,121892.348267
2612,159791.561084
2613,132007.46579
2614,125577.323981
2615,155629.792048
2616,144275.181897
2617,186796.972503
2618,205621.383146
2619,199731.4092
2620,184164.336083
2621,176029.285078
2622,183812.9639
2623,249072.283377
2624,312298.328988
2625,301552.055374
2626,172295.915269
2627,161753.666918
2628,487970.213243
2629,518054.199898
2630,365593.888471
2631,496992.399693
2632,435430.622269
2633,305165.162995
2634,428344.833979
2635,157466.650752
2636,173526.062109
2637,177091.28755
2638,263951.147264
2639,186502.543261
2640,151031.757576
2641,101480.411137
2642,190146.732054
2643,102147.703543
2644,123973.968403
2645,107709.651176
2646,95629.5242492
2647,104046.640416
2648,146659.510136
2649,148329.677729
2650,136687.742151
2651,140266.291884
2652,413444.061923
2653,252898.682457
2654,253790.441922
2655,405366.566337
2656,322572.036199
2657,360377.223403
2658,303294.141326
2659,293481.53953
2660,351589.500537
2661,347285.204681
2662,357865.299854
2663,285672.250515
2664,271668.20746
2665,324305.747363
2666,284399.152339
2667,168424.876377
2668,180852.029075
2669,182311.533514
2670,275275.926317
2671,186801.449835
2672,193461.836918
2673,203079.496378
2674,197852.380427
2675,168351.515318
2676,190555.925894
2677,198642.357058
2678,250399.970927
2679,273184.074703
2680,281737.218628
2681,402683.936787
2682,323947.871133
2683,529286.345171
2684,310433.380725
2685,338718.764417
2686,257247.695725
2687,320562.684482
2688,215860.815495
2689,207506.742782
2690,442949.02136
2691,188531.780222
2692,142688.38801
2693,198855.579168
2694,138411.415174
2695,193650.128137
2696,184000.75479
2697,186646.712648
2698,190353.628168
2699,173682.549817
2700,156404.997664
2701,148574.101024
2702,108654.64687
2703,123575.367761
2704,140645.386812
2705,116186.825663
2706,107127.982683
2707,121749.578903
2708,134095.018148
2709,105523.236522
2710,126111.849539
2711,290434.502375
2712,382729.751007
2713,172732.185316
2714,149400.401655
2715,172311.328205
2716,143255.695619
2717,188349.859732
2718,218577.964191
2719,154608.226978
2720,173733.873097
2721,132889.587054
2722,158295.070131
2723,139710.054389
2724,126176.393818
2725,130787.269221
2726,153281.922533
2727,178808.314865
2728,178215.810252
2729,148976.544717
2730,148539.579761
2731,131267.615308
2732,132266.341625
2733,158283.428903
2734,148634.257309
2735,137919.878199
2736,140673.764896
2737,123967.720841
2738,136647.244921
2739,159658.829128
2740,135106.586028
2741,147538.11617
2742,152052.934397
2743,154765.005407
2744,163431.899536
2745,141203.640386
2746,138865.134599
2747,143421.471558
2748,124743.483923
2749,129567.449416
2750,131818.999201
2751,136723.984062
2752,191745.748827
2753,146333.617527
2754,202864.552145
2755,133809.210444
2756,93247.3201975
2757,66349.864656
2758,83452.9884097
2759,156553.919467
2760,121036.51326
2761,145363.797638
2762,143041.150691
2763,182538.745768
2764,146161.957848
2765,275555.088135
2766,137917.127843
2767,88108.6624647
2768,128474.102264
2769,129783.791424
2770,139553.860483
2771,109255.511563
2772,112055.509266
2773,167187.937426
2774,143700.495897
2775,118332.65911
2776,138042.947871
2777,143597.763801
2778,101418.324752
2779,122854.742955
2780,96092.3055024
2781,95989.9183315
2782,93139.3514745
2783,95099.1652178
2784,121188.642809
2785,134885.441989
2786,66035.0080236
2787,128056.707881
2788,73629.8793938
2789,171969.483054
2790,93875.8163476
2791,108987.872353
2792,66043.0719935
2793,166967.236727
2794,95930.2914001
2795,124419.919376
2796,99719.0267978
2797,202584.168802
2798,105966.008458
2799,111733.701176
2800,63720.3661097
2801,106324.578667
2802,133131.237619
2803,168246.675922
2804,127959.07806
2805,100358.428145
2806,81938.5368005
2807,163129.367228
2808,147048.874587
2809,133599.226792
2810,128078.64347
2811,162562.012243
2812,161188.964207
2813,154848.052535
2814,155954.847839
2815,107309.188724
2816,238041.433074
2817,154885.621782
2818,131851.802127
2819,166751.276013
2820,138829.656823
2821,109885.007513
2822,196065.662355
2823,330284.841273
2824,182000.019059
2825,146477.583491
2826,133087.946315
2827,141027.839404
2828,217639.865528
2829,219561.58838
2830,232132.099055
2831,174707.828313
2832,254465.907595
2833,294061.396027
2834,216175.013747
2835,218368.316156
2836,192319.702438
2837,157752.930738
2838,152017.333598
2839,176119.614037
2840,205038.611721
2841,205966.129399
2842,231622.594338
2843,149440.781028
2844,171174.532121
2845,122499.549483
2846,210241.204588
2847,204616.903741
2848,220928.771041
2849,197842.358474
2850,280393.127847
2851,219361.336294
2852,237748.971752
2853,236895.538096
2854,140501.056341
2855,201874.004902
2856,200428.991815
2857,187256.384784
2858,203546.441285
2859,116557.736231
2860,127035.04784
2861,126874.092038
2862,195047.071592
2863,131881.785593
2864,248694.192742
2865,137845.170459
2866,139987.992333
2867,97670.1991271
2868,97734.9439967
2869,107586.847813
2870,121204.356639
2871,79527.1423094
2872,48614.7556854
2873,100270.838119
2874,146989.149364
2875,117734.979162
2876,163283.512733
2877,146588.804133
2878,162364.877769
2879,139993.129106
2880,102865.25522
2881,147518.42327
2882,178480.478008
2883,200654.815079
2884,198154.61122
2885,186467.053622
2886,233014.975255
2887,95252.8789946
2888,137889.269697
2889,55272.8568171
2890,77820.4254397
2891,136670.776566
2892,54019.2510903
2893,88299.3545074
2894,62628.1868824
2895,335796.587288
2896,283165.028014
2897,202337.894315
2898,147080.818312
2899,210010.841668
2900,163219.608644
2901,202784.420317
2902,187127.820169
2903,329325.403853
2904,350709.865439
2905,91257.7538481
2906,195095.295878
2907,111503.784911
2908,128873.01209
2909,148872.110027
2910,77924.1040698
2911,79715.2614723
2912,145774.269264
2913,78373.5931481
2914,76815.8198012
2915,83432.9510498
2916,78818.5658014
2917,170309.611381
2918,119761.11589
2919,219488.446117
